BOL_Number,Carrier,Forwarder,Customer,Commodity,Container_Type,Num_Containers,POL,POD,Incoterms,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,On_Time_Delivery,Delay_Reason,Freight_Rate_USD,Total_Freight_USD,Cargo_Weight_KG,Cargo_Value_USD,Shipment_Status
BOL000126,HMM,Nippon Express,Walmart Canada,Apparel,40RF,10,Busan,Toronto,CIF,2022-04-16,2022-05-30,2022-05-30,44,0,Yes,None,3666.04,36660.4,137443.78,412614.03,Delivered
BOL000127,COSCO,Nippon Express,Shoppers Drug Mart,Auto Parts,40GP,7,Shanghai,Los Angeles,CFR,2023-10-05,2023-11-14,2023-11-14,40,0,Yes,None,2656.73,18597.11,133447.97,241086.68,Delivered
BOL000128,ZIM,DSV,Loblaws,Auto Parts,20RF,6,Singapore,Halifax,CIF,2024-12-12,2025-01-19,2025-01-25,38,6,No,Equipment Shortage,2821.21,16927.26,123269.86,435150.66,Delayed
BOL000129,MSC,Sinotrans,Reitmans,Steel Products,40GP,8,Singapore,Chicago,DDP,2023-04-06,2023-05-09,2023-05-09,33,0,Yes,None,1973.05,15784.4,104179.78,467513.18,Delivered
BOL000130,ZIM,DSV,Reitmans,Auto Parts,40HC,1,Hamburg,Chicago,CIF,2024-03-19,2024-04-24,2024-04-24,36,0,Yes,None,1864.23,1864.23,21425.25,179718.12,Delivered
BOL000131,MSC,Kuehne+Nagel,Sobeys,Food Products,20RF,4,Busan,Toronto,EXW,2023-07-11,2023-08-02,2023-08-02,22,0,Yes,None,1697.09,6788.36,81624.72,270210.33,Delivered
BOL000132,Maersk,Expeditors,Groupe Touchette,Apparel,45HC,8,Hong Kong,Chicago,DDP,2022-10-09,2022-10-23,2022-11-01,14,9,No,Customs Inspection,2566.56,20532.48,76699.9,482317.88,Delayed
BOL000133,Maersk,Kuehne+Nagel,Aldo Group,Machinery,40GP,1,Singapore,Toronto,CFR,2024-12-31,2025-01-16,2025-01-31,16,15,No,Equipment Shortage,4489.54,4489.54,14130.88,252738.11,Delayed
BOL000134,MSC,DSV,Giant Tiger,Chemicals,20RF,8,Singapore,New York,CIF,2023-11-18,2023-12-20,2023-12-28,32,8,No,Documentation Error,4090.26,32722.08,64692.79,257064.21,Delayed
BOL000135,COSCO,Kuehne+Nagel,Sport Chek,Chemicals,40HC,10,Rotterdam,Miami,FOB,2023-01-17,2023-01-31,2023-01-31,14,0,Yes,None,3295.28,32952.8,94427.1,309367.7,Delivered
BOL000136,HMM,Panalpina,Loblaws,Steel Products,40GP,1,Hong Kong,Chicago,FOB,2023-01-14,2023-02-05,2023-02-05,22,0,Yes,None,1764.91,1764.91,10416.99,379340.76,Delivered
BOL000137,Hapag-Lloyd,Expeditors,IKEA Canada,Chemicals,40HC,3,Singapore,Vancouver,CFR,2023-04-29,2023-05-16,2023-05-16,17,0,Yes,None,2300.04,6900.12,49673.91,448608.0,Delivered
BOL000138,Evergreen,Nippon Express,Metro Inc,Steel Products,20RF,6,Colombo,New York,FOB,2022-10-01,2022-11-14,2022-11-14,44,0,Yes,None,2338.63,14031.78,105794.36,240705.76,Delivered
BOL000139,COSCO,Nippon Express,Costco Canada,Toys,20GP,9,Ningbo,Houston,FOB,2024-12-17,2025-01-23,2025-01-25,37,2,No,Port Congestion,4140.69,37266.21,86846.45,272963.48,In Transit
BOL000140,Yang Ming,Kuehne+Nagel,Costco Canada,Machinery,40GP,9,Singapore,Toronto,FOB,2022-07-06,2022-08-17,2022-08-17,42,0,Yes,None,2337.07,21033.63,161729.62,283810.63,Delivered
BOL000141,Yang Ming,Panalpina,Indigo Books,Furniture,20RF,1,Shanghai,Chicago,CIF,2022-04-03,2022-05-14,2022-05-14,41,0,Yes,None,4257.96,4257.96,6587.44,467550.03,Delivered
BOL000142,CMA CGM,DB Schenker,Metro Inc,Textiles,45HC,2,Hong Kong,Vancouver,DAP,2024-02-23,2024-04-05,2024-04-19,42,14,No,Equipment Shortage,3326.1,6652.2,40442.46,274257.13,Delayed
BOL000143,ZIM,Expeditors,Loblaws,Chemicals,40HC,8,Busan,New York,CIF,2023-04-02,2023-04-16,2023-04-16,14,0,Yes,None,3291.95,26335.6,140177.94,270647.47,Delivered
BOL000144,Maersk,Sinotrans,Canadian Tire,Auto Parts,20RF,1,Hamburg,Halifax,DDP,2022-08-20,2022-09-05,2022-09-05,16,0,Yes,None,1690.47,1690.47,6547.69,301032.63,Delivered
BOL000145,HMM,Expeditors,Shoppers Drug Mart,Steel Products,20GP,3,Kaohsiung,Houston,DDP,2024-06-17,2024-07-15,2024-07-15,28,0,Yes,None,2664.41,7993.23,34959.18,409735.27,Delivered
BOL000146,COSCO,Sinotrans,Mountain Equipment,Toys,45HC,5,Ningbo,Miami,FOB,2023-09-11,2023-10-04,2023-10-04,23,0,Yes,None,1818.07,9090.35,89022.58,299916.89,Delivered
BOL000147,CMA CGM,Sinotrans,Reitmans,Toys,40GP,5,Busan,Chicago,FOB,2024-12-10,2025-01-13,2025-01-13,34,0,Yes,None,2192.9,10964.5,111757.85,242024.22,In Transit
BOL000148,Evergreen,CEVA Logistics,Sport Chek,Electronics,40GP,6,Shenzhen,Montreal,EXW,2024-05-03,2024-05-25,2024-05-25,22,0,Yes,None,3192.81,19156.86,157267.2,425095.36,Delivered
BOL000149,Evergreen,Nippon Express,Best Buy Canada,Auto Parts,40RF,9,Singapore,Toronto,DDP,2022-05-30,2022-06-25,2022-06-25,26,0,Yes,None,1602.96,14426.64,88240.04,454446.09,Delivered
BOL000150,COSCO,Nippon Express,Best Buy Canada,Toys,40HC,5,Singapore,Houston,DAP,2023-05-12,2023-06-08,2023-06-15,27,7,No,Documentation Error,2208.45,11042.25,86369.76,186037.18,Delayed
BOL000151,HMM,Expeditors,Loblaw Companies,Food Products,20GP,10,Colombo,Halifax,EXW,2023-10-18,2023-11-14,2023-11-14,27,0,Yes,None,3997.11,39971.1,220488.05,17947.75,Delivered
BOL000152,ZIM,DB Schenker,Mountain Equipment,Furniture,40GP,8,Hamburg,Seattle,DDP,2023-11-07,2023-12-05,2023-12-05,28,0,Yes,None,2837.38,22699.04,213597.48,175406.5,Delivered
BOL000153,Yang Ming,Kuehne+Nagel,IKEA Canada,Furniture,40RF,1,Shanghai,Toronto,DDP,2022-10-14,2022-11-28,2022-12-01,45,3,No,Documentation Error,2738.59,2738.59,24298.58,46421.9,Delivered
BOL000154,Maersk,Sinotrans,Reitmans,Electronics,40HC,1,Hamburg,Seattle,CFR,2022-11-06,2022-11-20,2022-11-20,14,0,Yes,None,3085.99,3085.99,20335.36,312094.49,Delivered
BOL000155,MSC,Expeditors,IKEA Canada,Textiles,20RF,5,Ningbo,Vancouver,CIF,2022-01-25,2022-02-09,2022-02-09,15,0,Yes,None,863.43,4317.15,118513.08,340276.15,Delivered
BOL000156,MSC,Sinotrans,Sport Chek,Electronics,45HC,2,Busan,Chicago,FOB,2024-12-14,2025-01-13,2025-01-13,30,0,Yes,None,2180.29,4360.58,28677.26,286851.07,In Transit
BOL000157,MSC,Expeditors,IKEA Canada,Textiles,40RF,3,Hong Kong,Halifax,FOB,2024-02-12,2024-03-27,2024-03-27,44,0,Yes,None,1105.94,3317.82,73327.76,326004.55,Delivered
BOL000158,HMM,Kuehne+Nagel,Sport Chek,Furniture,20RF,10,Shanghai,New York,DDP,2024-08-31,2024-10-01,2024-10-02,31,1,No,Bad Weather,3235.0,32350.0,91251.54,426709.52,Delivered
BOL000159,ONE,Expeditors,Indigo Books,Electronics,45HC,9,Shenzhen,Montreal,FOB,2023-09-05,2023-09-29,2023-09-29,24,0,Yes,None,2027.4,18246.6,201411.12,78575.79,Delivered
BOL000160,Evergreen,Sinotrans,Sport Chek,Chemicals,20RF,7,Hamburg,Seattle,CFR,2022-06-05,2022-07-10,2022-07-10,35,0,Yes,None,4385.01,30695.07,87546.64,320720.24,Delivered
BOL000161,ONE,CEVA Logistics,Home Depot Canada,Chemicals,40HC,4,Ningbo,Miami,FOB,2023-01-16,2023-02-23,2023-02-23,38,0,Yes,None,3438.5,13754.0,27547.5,85568.27,Delivered
BOL000162,MSC,Kuehne+Nagel,Mountain Equipment,Electronics,20GP,3,Colombo,Miami,FOB,2023-09-24,2023-11-05,2023-11-05,42,0,Yes,None,1123.0,3369.0,44737.59,282922.67,Delivered
BOL000163,COSCO,DB Schenker,Sport Chek,Furniture,45HC,2,Busan,Halifax,DDP,2023-10-27,2023-12-04,2023-12-04,38,0,Yes,None,3481.92,6963.84,35738.68,496437.8,Delivered
BOL000164,Hapag-Lloyd,Expeditors,Sobeys,Auto Parts,40GP,2,Shenzhen,Houston,DDP,2022-10-12,2022-11-12,2022-11-12,31,0,Yes,None,1418.67,2837.34,22694.25,156878.6,Delivered
BOL000165,Yang Ming,Panalpina,Empire Company,Steel Products,45HC,6,Hamburg,Houston,CIF,2024-07-26,2024-08-15,2024-08-15,20,0,Yes,None,3913.97,23483.82,82424.81,432477.17,Delivered
BOL000166,ONE,Panalpina,Sport Chek,Food Products,45HC,6,Kaohsiung,New York,EXW,2023-02-16,2023-04-01,2023-04-01,44,0,Yes,None,1878.36,11270.16,125904.17,250593.58,Delivered
BOL000167,Hapag-Lloyd,DB Schenker,Sobeys,Apparel,40RF,9,Busan,Seattle,DAP,2022-08-22,2022-09-17,2022-09-27,26,10,No,Customs Inspection,899.59,8096.31,195533.17,472057.71,Delayed
BOL000168,Yang Ming,CEVA Logistics,Indigo Books,Textiles,40RF,7,Hamburg,Halifax,CFR,2023-09-13,2023-10-12,2023-10-12,29,0,Yes,None,3719.58,26037.06,46908.39,495443.3,Delivered
BOL000169,Yang Ming,DSV,Best Buy Canada,Apparel,40RF,6,Rotterdam,Houston,FOB,2024-01-07,2024-01-26,2024-01-26,19,0,Yes,None,1415.45,8492.7,114549.55,285977.94,Delivered
BOL000170,Hapag-Lloyd,DB Schenker,Best Buy Canada,Food Products,45HC,10,Hamburg,Vancouver,FOB,2023-03-31,2023-04-28,2023-04-28,28,0,Yes,None,3354.62,33546.2,84671.33,498874.34,Delivered
BOL000171,MSC,CEVA Logistics,Best Buy Canada,Machinery,40GP,9,Hamburg,Houston,FOB,2023-12-15,2024-01-17,2024-01-17,33,0,Yes,None,2586.83,23281.47,143565.64,224701.31,Delivered
BOL000172,Evergreen,DB Schenker,Hudson Bay,Food Products,40RF,4,Rotterdam,Seattle,DDP,2023-12-04,2023-12-24,2023-12-24,20,0,Yes,None,2709.18,10836.72,70775.75,172184.93,Delivered
BOL000173,MSC,DB Schenker,Reitmans,Steel Products,40GP,8,Busan,Chicago,FOB,2024-06-04,2024-07-13,2024-07-13,39,0,Yes,None,2991.15,23929.2,111545.78,355320.45,Delivered
BOL000174,HMM,Nippon Express,Mountain Equipment,Apparel,40HC,8,Kaohsiung,Miami,EXW,2024-01-20,2024-02-23,2024-02-23,34,0,Yes,None,2752.55,22020.4,157595.98,302515.71,Delivered
BOL000175,COSCO,DB Schenker,Aldo Group,Food Products,20GP,3,Hong Kong,Los Angeles,DAP,2022-12-20,2023-01-22,2023-01-22,33,0,Yes,None,1958.79,5876.37,31461.52,67304.96,Delivered
BOL000176,HMM,Nippon Express,Walmart Canada,Electronics,20RF,3,Hong Kong,Seattle,EXW,2024-02-25,2024-04-06,2024-04-06,41,0,Yes,None,2853.18,8559.54,48785.3,78745.3,Delivered
BOL000177,CMA CGM,Expeditors,Walmart Canada,Apparel,20RF,9,Hamburg,Seattle,CFR,2022-10-07,2022-11-02,2022-11-02,26,0,Yes,None,3216.36,28947.24,129690.81,250945.68,Delivered
BOL000178,COSCO,DSV,Best Buy Canada,Apparel,40HC,3,Hamburg,Montreal,CFR,2023-08-22,2023-09-07,2023-09-07,16,0,Yes,None,3688.74,11066.22,54029.88,388548.34,Delivered
BOL000179,Maersk,Kuehne+Nagel,Mountain Equipment,Toys,20RF,4,Busan,Chicago,EXW,2024-01-22,2024-02-07,2024-02-07,16,0,Yes,None,4462.17,17848.68,29422.31,416734.65,Delivered
BOL000180,HMM,CEVA Logistics,Costco Canada,Furniture,40GP,10,Rotterdam,Los Angeles,CIF,2024-06-18,2024-07-09,2024-07-09,21,0,Yes,None,3349.79,33497.9,248041.2,309028.28,Delivered
BOL000181,Yang Ming,DB Schenker,Loblaw Companies,Electronics,40HC,5,Shenzhen,Los Angeles,EXW,2023-12-20,2024-01-20,2024-01-20,31,0,Yes,None,1870.53,9352.65,55744.45,430428.25,Delivered
BOL000182,ZIM,Sinotrans,Home Depot Canada,Apparel,40GP,7,Rotterdam,Miami,DDP,2023-05-27,2023-06-19,2023-06-19,23,0,Yes,None,2611.0,18277.0,127965.51,141671.4,Delivered
BOL000183,ONE,Expeditors,Sport Chek,Apparel,45HC,8,Shenzhen,Seattle,CFR,2024-11-21,2024-12-22,2025-01-03,31,12,No,Bad Weather,2010.97,16087.76,40455.05,389326.29,Delayed
BOL000184,Maersk,CEVA Logistics,Giant Tiger,Apparel,40HC,6,Hong Kong,Toronto,DDP,2024-05-29,2024-06-25,2024-06-25,27,0,Yes,None,2825.05,16950.3,48022.01,427687.06,Delivered
BOL000185,Hapag-Lloyd,DSV,Mountain Equipment,Apparel,45HC,4,Singapore,Los Angeles,DDP,2022-09-12,2022-10-06,2022-10-06,24,0,Yes,None,4484.07,17936.28,103665.46,442252.4,Delivered
BOL000186,MSC,Kuehne+Nagel,Sobeys,Electronics,20GP,7,Rotterdam,Vancouver,CIF,2022-06-18,2022-07-25,2022-08-05,37,11,No,Customs Inspection,3114.74,21803.18,151884.13,380063.76,Delayed
BOL000187,ZIM,Kuehne+Nagel,Sport Chek,Apparel,20GP,1,Rotterdam,Los Angeles,CIF,2022-09-29,2022-10-27,2022-10-27,28,0,Yes,None,3373.71,3373.71,23793.51,494195.91,Delivered
BOL000188,COSCO,DB Schenker,Aldo Group,Steel Products,40HC,3,Ningbo,Vancouver,FOB,2022-07-29,2022-08-18,2022-08-18,20,0,Yes,None,2216.07,6648.21,71122.39,438503.67,Delivered
BOL000189,MSC,Sinotrans,Groupe Touchette,Furniture,40RF,3,Busan,Vancouver,FOB,2024-06-20,2024-07-26,2024-07-26,36,0,Yes,None,4203.61,12610.83,57509.24,226768.1,Delivered
BOL000190,Maersk,Expeditors,Metro Inc,Machinery,40GP,5,Kaohsiung,Chicago,CIF,2023-12-21,2024-01-31,2024-01-31,41,0,Yes,None,3185.1,15925.5,53539.21,304489.54,Delivered
BOL000191,Maersk,Sinotrans,Loblaw Companies,Chemicals,40GP,8,Shenzhen,Montreal,EXW,2024-03-13,2024-04-14,2024-04-14,32,0,Yes,None,2227.78,17822.24,84359.04,322660.34,Delivered
BOL000192,Yang Ming,Sinotrans,Metro Inc,Textiles,45HC,2,Shanghai,Toronto,EXW,2024-05-11,2024-06-17,2024-06-17,37,0,Yes,None,861.75,1723.5,13106.5,138470.79,Delivered
BOL000193,COSCO,Kuehne+Nagel,Groupe Touchette,Chemicals,20RF,10,Busan,Los Angeles,DAP,2024-05-17,2024-06-25,2024-06-25,39,0,Yes,None,1364.92,13649.2,69227.33,48720.57,Delivered
BOL000194,Hapag-Lloyd,DB Schenker,Walmart Canada,Furniture,20GP,4,Kaohsiung,Toronto,FOB,2023-09-28,2023-11-08,2023-11-20,41,12,No,Customs Inspection,1118.99,4475.96,59972.49,232152.2,Delayed
BOL000195,Maersk,Kuehne+Nagel,Loblaws,Chemicals,20RF,5,Singapore,Vancouver,DAP,2022-01-24,2022-02-17,2022-02-25,24,8,No,Documentation Error,1417.76,7088.8,39597.02,392750.75,Delayed
BOL000196,HMM,CEVA Logistics,Metro Inc,Apparel,40HC,1,Singapore,Vancouver,CIF,2023-06-23,2023-07-11,2023-07-11,18,0,Yes,None,2648.56,2648.56,18038.38,190167.01,Delivered
BOL000197,Yang Ming,Sinotrans,IKEA Canada,Auto Parts,40HC,7,Shanghai,Montreal,EXW,2022-04-01,2022-04-15,2022-04-15,14,0,Yes,None,4204.84,29433.88,63812.71,480567.65,Delivered
BOL000198,Yang Ming,DSV,Empire Company,Apparel,40HC,2,Colombo,Toronto,DAP,2023-10-18,2023-11-18,2023-11-18,31,0,Yes,None,2657.55,5315.1,51489.29,97878.73,Delivered
BOL000199,ONE,Expeditors,Costco Canada,Steel Products,40HC,4,Busan,Seattle,DAP,2023-11-02,2023-11-21,2023-11-21,19,0,Yes,None,1878.9,7515.6,92174.66,372392.23,Delivered
BOL000200,Yang Ming,Expeditors,Costco Canada,Machinery,40GP,9,Hong Kong,Toronto,FOB,2022-11-05,2022-11-19,2022-11-19,14,0,Yes,None,2081.77,18735.93,218791.82,439827.32,Delivered
BOL000201,ONE,Kuehne+Nagel,Home Depot Canada,Toys,40RF,5,Colombo,Miami,DDP,2024-05-09,2024-06-23,2024-06-24,45,1,No,Customs Inspection,1144.2,5721.0,130946.56,449670.86,Delivered
BOL000202,Hapag-Lloyd,Panalpina,Shoppers Drug Mart,Chemicals,20GP,10,Busan,Chicago,DAP,2024-11-01,2024-11-23,2024-11-23,22,0,Yes,None,2900.94,29009.4,150046.06,482466.95,Delivered
BOL000203,ZIM,Panalpina,Best Buy Canada,Chemicals,40GP,3,Ningbo,Seattle,DAP,2024-07-16,2024-08-16,2024-08-16,31,0,Yes,None,3685.77,11057.31,55344.85,86151.17,Delivered
BOL000204,Evergreen,Expeditors,Home Depot Canada,Chemicals,20GP,2,Kaohsiung,Toronto,CIF,2023-03-02,2023-04-13,2023-04-13,42,0,Yes,None,1383.18,2766.36,41558.52,414929.48,Delivered
BOL000205,COSCO,Kuehne+Nagel,Giant Tiger,Auto Parts,40HC,5,Hamburg,Montreal,FOB,2023-12-30,2024-02-07,2024-02-07,39,0,Yes,None,3834.33,19171.65,44994.79,476527.34,Delivered
BOL000206,HMM,Kuehne+Nagel,Walmart Canada,Machinery,40GP,3,Shenzhen,Halifax,FOB,2022-10-14,2022-11-04,2022-11-04,21,0,Yes,None,1533.09,4599.27,42640.14,346279.78,Delivered
BOL000207,Yang Ming,Sinotrans,Sport Chek,Toys,40HC,2,Kaohsiung,Miami,FOB,2023-02-09,2023-03-23,2023-03-23,42,0,Yes,None,957.98,1915.96,31205.77,92314.71,Delivered
BOL000208,ZIM,CEVA Logistics,Sobeys,Food Products,40HC,8,Busan,Chicago,CFR,2022-12-20,2023-01-25,2023-01-29,36,4,No,Bad Weather,4068.67,32549.36,46375.5,313396.51,Delivered
BOL000209,ONE,Panalpina,Sobeys,Toys,40GP,9,Shanghai,Miami,CFR,2022-06-29,2022-07-30,2022-07-30,31,0,Yes,None,1721.85,15496.65,250776.07,276391.77,Delivered
BOL000210,ZIM,Expeditors,Groupe Touchette,Textiles,20GP,6,Singapore,Toronto,EXW,2024-10-25,2024-11-28,2024-11-28,34,0,Yes,None,3009.33,18055.98,34043.88,407237.79,Delivered
BOL000211,Yang Ming,Expeditors,Hudson Bay,Chemicals,40HC,9,Busan,Halifax,CIF,2022-11-23,2022-12-13,2022-12-13,20,0,Yes,None,3820.26,34382.34,234872.71,37395.24,Delivered
BOL000212,COSCO,CEVA Logistics,Sobeys,Machinery,40RF,6,Busan,Seattle,CIF,2023-10-14,2023-11-19,2023-11-19,36,0,Yes,None,4305.97,25835.82,107777.7,285923.36,Delivered
BOL000213,CMA CGM,DB Schenker,Walmart Canada,Chemicals,20GP,9,Ningbo,Houston,FOB,2022-07-04,2022-07-21,2022-07-21,17,0,Yes,None,2568.56,23117.04,113668.94,310926.04,Delivered
BOL000214,Hapag-Lloyd,Sinotrans,Hudson Bay,Chemicals,40HC,2,Shenzhen,Houston,CIF,2022-10-18,2022-11-08,2022-11-08,21,0,Yes,None,2182.29,4364.58,53328.47,203841.83,Delivered
BOL000215,Hapag-Lloyd,CEVA Logistics,Hudson Bay,Machinery,20RF,10,Ningbo,Miami,CIF,2024-09-24,2024-10-28,2024-10-28,34,0,Yes,None,3711.87,37118.7,101344.56,298585.58,Delivered
BOL000216,Evergreen,Kuehne+Nagel,Hudson Bay,Chemicals,20RF,4,Hong Kong,Vancouver,EXW,2024-03-12,2024-03-28,2024-03-28,16,0,Yes,None,3166.69,12666.76,29578.14,253130.68,Delivered
BOL000217,ZIM,Nippon Express,Indigo Books,Food Products,40GP,2,Shanghai,Miami,CIF,2023-11-19,2023-12-31,2023-12-31,42,0,Yes,None,2096.78,4193.56,46202.92,363002.66,Delivered
BOL000218,Hapag-Lloyd,Kuehne+Nagel,Loblaws,Electronics,45HC,10,Shenzhen,Toronto,EXW,2024-02-15,2024-03-22,2024-03-22,36,0,Yes,None,3208.59,32085.9,208046.89,89701.69,Delivered
BOL000219,ZIM,Sinotrans,Hudson Bay,Electronics,40GP,2,Kaohsiung,Halifax,DAP,2022-06-01,2022-07-06,2022-07-06,35,0,Yes,None,2824.07,5648.14,51313.71,55621.3,Delivered
BOL000220,Hapag-Lloyd,Sinotrans,Canadian Tire,Auto Parts,40GP,7,Singapore,Chicago,FOB,2022-11-18,2022-12-05,2022-12-05,17,0,Yes,None,3379.63,23657.41,151248.13,367687.26,Delivered
BOL000221,Maersk,Kuehne+Nagel,Empire Company,Auto Parts,45HC,2,Busan,Vancouver,CIF,2024-10-02,2024-10-25,2024-10-25,23,0,Yes,None,1889.83,3779.66,40452.93,304105.61,Delivered
BOL000222,ONE,Nippon Express,Hudson Bay,Food Products,45HC,8,Rotterdam,Los Angeles,EXW,2024-08-27,2024-09-17,2024-09-17,21,0,Yes,None,4111.05,32888.4,88760.81,324514.53,Delivered
BOL000223,ONE,Expeditors,Groupe Touchette,Textiles,40GP,5,Shenzhen,Vancouver,DAP,2022-04-02,2022-05-02,2022-05-02,30,0,Yes,None,2887.71,14438.55,42380.03,351270.77,Delivered
BOL000224,COSCO,DB Schenker,Groupe Touchette,Steel Products,20RF,8,Rotterdam,Toronto,CFR,2022-05-05,2022-06-12,2022-06-12,38,0,Yes,None,2919.04,23352.32,83358.13,156437.53,Delivered
BOL000225,CMA CGM,Kuehne+Nagel,Shoppers Drug Mart,Steel Products,40GP,4,Rotterdam,New York,EXW,2022-09-04,2022-10-16,2022-10-19,42,3,No,Customs Inspection,1266.89,5067.56,58950.49,494257.17,Delivered
BOL000226,COSCO,DB Schenker,Indigo Books,Food Products,40HC,5,Kaohsiung,Halifax,FOB,2022-06-28,2022-08-05,2022-08-05,38,0,Yes,None,2722.85,13614.25,130473.62,16058.26,Delivered
BOL000227,ZIM,CEVA Logistics,Sobeys,Steel Products,20GP,5,Singapore,Miami,CFR,2022-10-31,2022-11-20,2022-11-20,20,0,Yes,None,4009.66,20048.3,126215.62,440167.85,Delivered
BOL000228,ZIM,Panalpina,Walmart Canada,Machinery,20RF,7,Busan,Toronto,EXW,2022-12-19,2023-01-19,2023-01-19,31,0,Yes,None,943.5,6604.5,178221.45,172432.1,Delivered
BOL000229,Hapag-Lloyd,Expeditors,Home Depot Canada,Food Products,40RF,2,Hamburg,Houston,CFR,2023-09-13,2023-10-16,2023-10-16,33,0,Yes,None,4398.24,8796.48,20486.04,157235.42,Delivered
BOL000230,MSC,Sinotrans,Metro Inc,Machinery,40RF,8,Colombo,Los Angeles,DDP,2024-06-23,2024-07-20,2024-07-20,27,0,Yes,None,3610.13,28881.04,199562.77,412298.52,Delivered
BOL000231,ONE,Kuehne+Nagel,Sport Chek,Toys,40GP,1,Busan,Chicago,CFR,2022-10-05,2022-10-20,2022-10-20,15,0,Yes,None,1723.11,1723.11,15498.32,459835.22,Delivered
BOL000232,Hapag-Lloyd,Sinotrans,Walmart Canada,Apparel,45HC,3,Hong Kong,Los Angeles,EXW,2022-03-04,2022-04-02,2022-04-02,29,0,Yes,None,4353.93,13061.79,47746.18,280153.52,Delivered
BOL000233,Maersk,DB Schenker,Loblaw Companies,Electronics,40GP,4,Rotterdam,Montreal,DAP,2022-04-12,2022-05-06,2022-05-06,24,0,Yes,None,3195.31,12781.24,82347.96,141850.95,Delivered
BOL000234,ZIM,Sinotrans,Metro Inc,Machinery,40HC,5,Singapore,New York,DDP,2022-01-18,2022-02-15,2022-02-15,28,0,Yes,None,2368.09,11840.45,68294.68,180867.51,Delivered
BOL000235,Hapag-Lloyd,DSV,Loblaws,Chemicals,20RF,10,Shenzhen,Houston,EXW,2022-07-29,2022-08-12,2022-08-21,14,9,No,Bad Weather,3053.49,30534.9,118649.46,62971.22,Delayed
BOL000236,Hapag-Lloyd,Sinotrans,Sport Chek,Machinery,20GP,10,Shanghai,Seattle,DAP,2023-01-21,2023-02-13,2023-02-13,23,0,Yes,None,2295.16,22951.6,123504.72,78565.46,Delivered
BOL000237,Hapag-Lloyd,DB Schenker,Reitmans,Furniture,40GP,9,Hong Kong,Montreal,DDP,2022-03-14,2022-04-09,2022-04-09,26,0,Yes,None,3161.76,28455.84,143477.19,470927.3,Delivered
BOL000238,Evergreen,Sinotrans,Empire Company,Chemicals,40HC,9,Hong Kong,Vancouver,CIF,2023-08-25,2023-09-14,2023-09-14,20,0,Yes,None,3622.8,32605.2,82895.15,343059.06,Delivered
BOL000239,ZIM,Sinotrans,Best Buy Canada,Auto Parts,45HC,2,Kaohsiung,Vancouver,CFR,2023-11-10,2023-12-17,2023-12-17,37,0,Yes,None,2540.99,5081.98,49854.1,295951.56,Delivered
BOL000240,ONE,Panalpina,Sobeys,Furniture,40GP,3,Hamburg,Los Angeles,FOB,2024-12-21,2025-01-23,2025-01-23,33,0,Yes,None,4471.69,13415.07,38644.22,493723.88,In Transit
BOL000241,MSC,Sinotrans,Indigo Books,Furniture,45HC,5,Ningbo,Seattle,CFR,2022-12-29,2023-02-01,2023-02-01,34,0,Yes,None,1574.71,7873.55,113957.36,292376.67,Delivered
BOL000242,Evergreen,Expeditors,Walmart Canada,Electronics,20GP,9,Hong Kong,Montreal,DDP,2024-04-06,2024-05-17,2024-05-17,41,0,Yes,None,1537.83,13840.47,122231.99,16897.79,Delivered
BOL000243,ZIM,Panalpina,Metro Inc,Textiles,45HC,9,Singapore,Chicago,CFR,2023-04-09,2023-05-15,2023-05-15,36,0,Yes,None,2978.08,26802.72,79573.18,413683.48,Delivered
BOL000244,Evergreen,DB Schenker,Walmart Canada,Furniture,40HC,4,Shanghai,New York,CIF,2024-06-07,2024-06-29,2024-07-05,22,6,No,Equipment Shortage,1410.07,5640.28,103434.27,407884.08,Delayed
BOL000245,Maersk,CEVA Logistics,Walmart Canada,Apparel,20GP,7,Shanghai,Halifax,DDP,2022-09-10,2022-10-17,2022-10-17,37,0,Yes,None,4043.21,28302.47,76182.06,272019.38,Delivered
BOL000246,Yang Ming,DSV,Metro Inc,Apparel,20RF,5,Shanghai,Chicago,DDP,2022-08-26,2022-10-05,2022-10-05,40,0,Yes,None,2555.27,12776.35,42609.62,350644.09,Delivered
BOL000247,Evergreen,Panalpina,Costco Canada,Machinery,20RF,10,Busan,Halifax,CFR,2022-10-08,2022-11-17,2022-11-17,40,0,Yes,None,1235.62,12356.2,76222.89,62069.22,Delivered
BOL000248,MSC,DB Schenker,Sobeys,Steel Products,45HC,4,Shanghai,Vancouver,DDP,2024-04-19,2024-05-21,2024-05-21,32,0,Yes,None,3346.35,13385.4,64221.08,124907.58,Delivered
BOL000249,CMA CGM,Panalpina,Mountain Equipment,Electronics,40HC,4,Shanghai,Vancouver,EXW,2022-07-04,2022-07-22,2022-07-22,18,0,Yes,None,2489.98,9959.92,109910.77,139421.26,Delivered
BOL000250,HMM,Panalpina,Home Depot Canada,Machinery,20GP,1,Hong Kong,Seattle,DDP,2024-05-22,2024-06-12,2024-06-12,21,0,Yes,None,3952.4,3952.4,20257.17,93551.02,Delivered
BOL000251,MSC,DB Schenker,Canadian Tire,Furniture,45HC,5,Rotterdam,Los Angeles,DDP,2023-12-03,2023-12-28,2023-12-28,25,0,Yes,None,3892.12,19460.6,104338.78,244340.06,Delivered
